0,1,2,3,4
Espresso House,4ed65239f7904ee2801097e7,59.858087160160395,17.642331297522666,Coffee Shop
Zócalo,5163cb21e4b02d37ea079c5d,59.8582417437193,17.64256684847082,Mexican Restaurant
Ai,4e7b11bdb61c3d36306f6644,59.85842051973836,17.64282190614441,Japanese Restaurant
MoeJoe's,4ef3712de5fa4c3504b37f85,59.858094,17.642541,Juice Bar
Kadbano,4fa034aae4b08ae3f740d129,59.8579885144395,17.642589089681096,Persian Restaurant
Hemköp,4d849dd75ad3a0930fc5d2fd,59.858012308106936,17.64280561669563,Supermarket
Svava Matgalleria,4c0501b79a7920a112f6d179,59.857922098392905,17.643090705972465,Shopping Mall
Hotell & Vandrarhem Centralstation,4e5fedfd62e13e3bcd8c1647,59.85788980291369,17.644190207008457,Hotel
Espresso House,54194742498e44b6f49f40da,59.858276798591966,17.646665138605734,Coffee Shop
Uppsala Resecentrum,4ccac7acb8c8224b91fd17ba,59.8581890702224,17.646591067314144,General Travel
